CASE_NAME,INTEGRATION_D,INTEGRATION_R,INTEGRATION_G,JSC,JSC/INT_D,INT_R/INT_D,INT_D/INT_G,PASS TEST?
t1/40x40/test00890,4.38568294301e+27,6.20838725538e+26,6.17902583156e+27,8.27068,0.874736780781,0.141560330179,0.709769316803,y
t1/40x40/test00900,4.26989781482e+27,6.78253528705e+26,6.13811465335e+27,8.01455,0.870632876371,0.158845377113,0.695636698879,y
t1/40x40/test00910,4.26989781482e+27,6.78253528705e+26,6.13811465335e+27,8.01455,0.870632876371,0.158845377113,0.695636698879,y
t1/40x40/test00920,4.26989781482e+27,6.78253528705e+26,6.13811465335e+27,8.01455,0.870632876371,0.158845377113,0.695636698879,y
t1/40x40/test00930,4.26989781482e+27,6.78253528705e+26,6.13811465335e+27,8.01455,0.870632876371,0.158845377113,0.695636698879,y
t1/40x40/test00940,4.26989781482e+27,6.78253528705e+26,6.13811465335e+27,8.01455,0.870632876371,0.158845377113,0.695636698879,y
t1/40x40/test00950,4.26989781482e+27,6.78253528705e+26,6.13811465335e+27,8.01455,0.870632876371,0.158845377113,0.695636698879,y
t1/40x40/test00960,4.26989781482e+27,6.78253528705e+26,6.13811465335e+27,8.01455,0.870632876371,0.158845377113,0.695636698879,y
t1/40x40/test00970,4.26989781482e+27,6.78253528705e+26,6.13811465335e+27,8.01455,0.870632876371,0.158845377113,0.695636698879,y
t1/40x40/test00980,4.26989781482e+27,6.78253528705e+26,6.13811465335e+27,8.01455,0.870632876371,0.158845377113,0.695636698879,y
t1/40x40/test00990,4.26989781482e+27,6.78253528705e+26,6.13811465335e+27,8.01455,0.870632876371,0.158845377113,0.695636698879,y
t1/40x40/test01000,4.73141022965e+27,1.2032061005000001e+27,6.215947937970001e+27,7.96851,0.781195835381,0.254301792062,0.761172757048,y
t1/40x40/test01010,4.73141022965e+27,1.2032061005000001e+27,6.215947937970001e+27,7.96851,0.781195835381,0.254301792062,0.761172757048,y
t1/40x40/test01020,4.73141022965e+27,1.2032061005000001e+27,6.215947937970001e+27,7.96851,0.781195835381,0.254301792062,0.761172757048,y
t1/40x40/test01030,4.73141022965e+27,1.2032061005000001e+27,6.215947937970001e+27,7.96851,0.781195835381,0.254301792062,0.761172757048,y
t1/40x40/test01040,4.73141022965e+27,1.2032061005000001e+27,6.215947937970001e+27,7.96851,0.781195835381,0.254301792062,0.761172757048,y
t1/40x40/test01050,4.73141022965e+27,1.2032061005000001e+27,6.215947937970001e+27,7.96851,0.781195835381,0.254301792062,0.761172757048,y
t1/40x40/test01060,4.73141022965e+27,1.2032061005000001e+27,6.215947937970001e+27,7.96851,0.781195835381,0.254301792062,0.761172757048,y
t1/40x40/test01070,4.73141022965e+27,1.2032061005000001e+27,6.215947937970001e+27,7.96851,0.781195835381,0.254301792062,0.761172757048,y
t1/40x40/test01080,4.73141022965e+27,1.2032061005000001e+27,6.215947937970001e+27,7.96851,0.781195835381,0.254301792062,0.761172757048,y
t1/40x40/test01090,4.73141022965e+27,1.2032061005000001e+27,6.215947937970001e+27,7.96851,0.781195835381,0.254301792062,0.761172757048,y
t1/40x40/test01100,4.28647565507e+27,5.04422767395e+26,6.16770799994e+27,8.33179,0.901594711395,0.117677739927,0.6949868014299999,y
t1/40x40/test01110,4.28647565507e+27,5.04422767395e+26,6.16770799994e+27,8.33179,0.901594711395,0.117677739927,0.6949868014299999,y
t1/40x40/test01120,4.28647565507e+27,5.04422767395e+26,6.16770799994e+27,8.33179,0.901594711395,0.117677739927,0.6949868014299999,y
t1/40x40/test01130,4.28647565507e+27,5.04422767395e+26,6.16770799994e+27,8.33179,0.901594711395,0.117677739927,0.6949868014299999,y
t1/40x40/test01140,4.28647565507e+27,5.04422767395e+26,6.16770799994e+27,8.33179,0.901594711395,0.117677739927,0.6949868014299999,y
t1/40x40/test01150,4.28647565507e+27,5.04422767395e+26,6.16770799994e+27,8.33179,0.901594711395,0.117677739927,0.6949868014299999,y
t1/40x40/test01160,4.28647565507e+27,5.04422767395e+26,6.16770799994e+27,8.33179,0.901594711395,0.117677739927,0.6949868014299999,y
t1/40x40/test01170,4.28647565507e+27,5.04422767395e+26,6.16770799994e+27,8.33179,0.901594711395,0.117677739927,0.6949868014299999,y
t1/40x40/test01180,4.28647565507e+27,5.04422767395e+26,6.16770799994e+27,8.33179,0.901594711395,0.117677739927,0.6949868014299999,y
t1/40x40/test01190,4.4544851546200005e+27,8.22690397005e+26,6.10272323727e+27,8.09778,0.843221865547,0.184688099379,0.7299176091399999,y
t1/40x40/test01200,4.3761648321599997e+27,5.61350532727e+26,6.1333370441e+27,8.40128,0.890482090693,0.128274540425,0.713504703991,y
t1/40x40/test01210,4.3761648321599997e+27,5.61350532727e+26,6.1333370441e+27,8.40128,0.890482090693,0.128274540425,0.713504703991,y
t1/40x40/test01220,4.3761648321599997e+27,5.61350532727e+26,6.1333370441e+27,8.40128,0.890482090693,0.128274540425,0.713504703991,y
t1/40x40/test01230,4.3761648321599997e+27,5.61350532727e+26,6.1333370441e+27,8.40128,0.890482090693,0.128274540425,0.713504703991,y
t1/40x40/test01240,4.3761648321599997e+27,5.61350532727e+26,6.1333370441e+27,8.40128,0.890482090693,0.128274540425,0.713504703991,y
t1/40x40/test01250,4.3761648321599997e+27,5.61350532727e+26,6.1333370441e+27,8.40128,0.890482090693,0.128274540425,0.713504703991,y
t1/40x40/test01260,4.3761648321599997e+27,5.61350532727e+26,6.1333370441e+27,8.40128,0.890482090693,0.128274540425,0.713504703991,y
t1/40x40/test01270,4.3761648321599997e+27,5.61350532727e+26,6.1333370441e+27,8.40128,0.890482090693,0.128274540425,0.713504703991,y
t1/40x40/test01280,4.3761648321599997e+27,5.61350532727e+26,6.1333370441e+27,8.40128,0.890482090693,0.128274540425,0.713504703991,y
t1/40x40/test01290,4.3761648321599997e+27,5.61350532727e+26,6.1333370441e+27,8.40128,0.890482090693,0.128274540425,0.713504703991,y
t1/40x40/test01300,4.32647305753e+27,4.44187783236e+26,6.14762348728e+27,8.53153,0.914673971212,0.102667409985,0.703763505759,y
t1/40x40/test01310,4.32647305753e+27,4.44187783236e+26,6.14762348728e+27,8.53153,0.914673971212,0.102667409985,0.703763505759,y
t1/40x40/test01320,4.32647305753e+27,4.44187783236e+26,6.14762348728e+27,8.53153,0.914673971212,0.102667409985,0.703763505759,y
t1/40x40/test01330,4.32647305753e+27,4.44187783236e+26,6.14762348728e+27,8.53153,0.914673971212,0.102667409985,0.703763505759,y
t1/40x40/test01340,4.32647305753e+27,4.44187783236e+26,6.14762348728e+27,8.53153,0.914673971212,0.102667409985,0.703763505759,y
t1/40x40/test01350,4.32647305753e+27,4.44187783236e+26,6.14762348728e+27,8.53153,0.914673971212,0.102667409985,0.703763505759,y
t1/40x40/test01360,4.32647305753e+27,4.44187783236e+26,6.14762348728e+27,8.53153,0.914673971212,0.102667409985,0.703763505759,y
t1/40x40/test01370,4.32647305753e+27,4.44187783236e+26,6.14762348728e+27,8.53153,0.914673971212,0.102667409985,0.703763505759,y
t1/40x40/test01380,4.32647305753e+27,4.44187783236e+26,6.14762348728e+27,8.53153,0.914673971212,0.102667409985,0.703763505759,y
t1/40x40/test01390,4.32647305753e+27,4.44187783236e+26,6.14762348728e+27,8.53153,0.914673971212,0.102667409985,0.703763505759,y
t1/80x80/test,5.55789024486e+27,1.4868059131e+27,6.16506408026e+27,9.0544,0.755654220364,0.267512643733,0.901513783549,y
t1/80x80/test00010,4.9982141946e+27,6.25954942042e+26,6.1681718455e+27,9.48327,0.8800688591929999,0.125235717721,0.810323434521,y
t1/80x80/test00020,4.83684232498e+27,3.42260968788e+26,6.19270927552e+27,9.65301,0.925708449521,0.070761241686,0.781054318836,y
t1/80x80/test00030,4.95554040327e+27,5.7492265375300004e+26,6.191874353520001e+27,9.55157,0.894040398284,0.11601613687199999,0.8003296126989999,y
t1/80x80/test00040,4.81031035906e+27,3.2588629290000005e+26,6.16102862391e+27,9.71787,0.937068607981,0.0677474567217,0.7807641633669999,y
t1/80x80/test00050,4.85085046083e+27,4.0948285858700004e+26,6.185473284819999e+27,9.6111,0.919027720583,0.0844146530293,0.784232707415,y
t1/80x80/test00060,4.7997810649000006e+27,4.13999322785e+26,6.165017695709999e+27,9.50759,0.918803030507,0.0862537930685,0.7785510604779999,y
t1/80x80/test00070,5.13240471453e+27,9.220600308920001e+26,6.16812546095e+27,9.2657,0.837395728761,0.179654583396,0.832085006536,y
t1/80x80/test00080,4.79305530431e+27,5.31585563271e+26,6.13463581166e+27,9.34437,0.904296787967,0.110907454529,0.781310488743,y
t1/80x80/test00090,4.79305530431e+27,5.31585563271e+26,6.13463581166e+27,9.34437,0.904296787967,0.110907454529,0.781310488743,y
t1/80x80/test00100,4.99770396449e+27,7.841030850370001e+26,6.14502595216e+27,9.29896,0.863052577766,0.156892663218,0.813292572458,y
t1/80x80/test00110,4.99770396449e+27,7.841030850370001e+26,6.14502595216e+27,9.29896,0.863052577766,0.156892663218,0.813292572458,y
t1/80x80/test00120,4.99770396449e+27,7.841030850370001e+26,6.14502595216e+27,9.29896,0.863052577766,0.156892663218,0.813292572458,y
t1/80x80/test00130,4.99770396449e+27,7.841030850370001e+26,6.14502595216e+27,9.29896,0.863052577766,0.156892663218,0.813292572458,y
t1/80x80/test00140,4.99770396449e+27,7.841030850370001e+26,6.14502595216e+27,9.29896,0.863052577766,0.156892663218,0.813292572458,y
t1/80x80/test00150,5.17489296764e+27,9.85880541215e+26,6.17628914277e+27,9.2358,0.827840272413,0.190512257411,0.8378644276489999,y
t1/80x80/test00160,5.16362152058e+27,9.514956700020001e+26,6.13046120164e+27,9.24585,0.8305501158049999,0.184269057313,0.8422892423099999,y
t1/80x80/test00170,5.454962915550001e+27,1.5939078524400002e+27,6.12215836615e+27,8.6857,0.738561091066,0.292194076657,0.891019570102,y
t1/80x80/test00180,5.583355366e+27,1.8162058361e+27,6.12007106114e+27,8.50961,0.706948517441,0.325289313844,0.9123023752789999,y
t1/80x80/test00190,5.25295817505e+27,1.22140276174e+27,6.15555524633e+27,8.88879,0.784895980434,0.232517130525,0.853368699459,y
t1/80x80/test00200,5.30741364355e+27,1.3506394111e+27,6.1413151877e+27,8.83089,0.771782524272,0.254481655603,0.864214501504,y
t1/80x80/test00210,5.30741364355e+27,1.3506394111e+27,6.1413151877e+27,8.83089,0.771782524272,0.254481655603,0.864214501504,y
t1/80x80/test00220,5.30741364355e+27,1.3506394111e+27,6.1413151877e+27,8.83089,0.771782524272,0.254481655603,0.864214501504,y
t1/80x80/test00230,5.30741364355e+27,1.3506394111e+27,6.1413151877e+27,8.83089,0.771782524272,0.254481655603,0.864214501504,y
t1/80x80/test00240,5.30741364355e+27,1.3506394111e+27,6.1413151877e+27,8.83089,0.771782524272,0.254481655603,0.864214501504,y
t1/80x80/test00250,5.30741364355e+27,1.3506394111e+27,6.1413151877e+27,8.83089,0.771782524272,0.254481655603,0.864214501504,y
t1/80x80/test00260,5.41289212344e+27,1.41208503217e+27,6.17253199375e+27,8.92001,0.7643800986529999,0.260874408698,0.876932210134,y
t1/80x80/test00270,5.332229380910001e+27,1.29284889303e+27,6.11074776542e+27,8.947610000000001,0.778344076413,0.242459354346,0.872598507671,y
t1/80x80/test00280,5.35045851133e+27,1.4211392974599998e+27,6.12266859626e+27,8.81904,0.764546163783,0.265610749869,0.873876876916,y
t1/80x80/test00290,5.55348371206e+27,1.77410721326e+27,6.10592377162e+27,8.52899,0.7123698079199999,0.319458434579,0.90952391804,y
t1/80x80/test00300,5.55348371206e+27,1.77410721326e+27,6.10592377162e+27,8.52899,0.7123698079199999,0.319458434579,0.90952391804,y
t1/80x80/test00310,5.55348371206e+27,1.77410721326e+27,6.10592377162e+27,8.52899,0.7123698079199999,0.319458434579,0.90952391804,y
t1/80x80/test00320,5.55348371206e+27,1.77410721326e+27,6.10592377162e+27,8.52899,0.7123698079199999,0.319458434579,0.90952391804,y
t1/80x80/test00330,5.55348371206e+27,1.77410721326e+27,6.10592377162e+27,8.52899,0.7123698079199999,0.319458434579,0.90952391804,y
t1/80x80/test00340,5.55348371206e+27,1.77410721326e+27,6.10592377162e+27,8.52899,0.7123698079199999,0.319458434579,0.90952391804,y
t1/80x80/test00350,5.55348371206e+27,1.77410721326e+27,6.10592377162e+27,8.52899,0.7123698079199999,0.319458434579,0.90952391804,y
t1/80x80/test00360,5.55348371206e+27,1.77410721326e+27,6.10592377162e+27,8.52899,0.7123698079199999,0.319458434579,0.90952391804,y
t1/80x80/test00370,5.55348371206e+27,1.77410721326e+27,6.10592377162e+27,8.52899,0.7123698079199999,0.319458434579,0.90952391804,y
t1/80x80/test00380,5.34043944728e+27,1.21434303234e+27,6.17183622541e+27,9.18998,0.798198620668,0.227386349799,0.8652918276179999,y
t1/80x80/test00390,5.27429507071e+27,1.1832932106900001e+27,6.13041481708e+27,9.02532,0.793727793929,0.224350969129,0.86034880641,y
t1/80x80/test00400,5.29878611617e+27,1.19008854812e+27,6.15476670888e+27,9.12299,0.798609019854,0.224596449436,0.860923958091,y
t1/80x80/test00410,5.29878611617e+27,1.19008854812e+27,6.15476670888e+27,9.12299,0.798609019854,0.224596449436,0.860923958091,y
t1/80x80/test00420,5.29878611617e+27,1.19008854812e+27,6.15476670888e+27,9.12299,0.798609019854,0.224596449436,0.860923958091,y
t1/80x80/test00430,5.29878611617e+27,1.19008854812e+27,6.15476670888e+27,9.12299,0.798609019854,0.224596449436,0.860923958091,y
t1/80x80/test00440,5.29878611617e+27,1.19008854812e+27,6.15476670888e+27,9.12299,0.798609019854,0.224596449436,0.860923958091,y
t1/80x80/test00450,5.29878611617e+27,1.19008854812e+27,6.15476670888e+27,9.12299,0.798609019854,0.224596449436,0.860923958091,y
t1/80x80/test00460,5.29878611617e+27,1.19008854812e+27,6.15476670888e+27,9.12299,0.798609019854,0.224596449436,0.860923958091,y
t1/80x80/test00470,5.29878611617e+27,1.19008854812e+27,6.15476670888e+27,9.12299,0.798609019854,0.224596449436,0.860923958091,y
t1/80x80/test00480,5.29878611617e+27,1.19008854812e+27,6.15476670888e+27,9.12299,0.798609019854,0.224596449436,0.860923958091,y
t1/80x80/test00490,5.228652667809999e+27,9.8412256655e+26,6.156297399219999e+27,9.36217,0.830539193,0.188217238548,0.849317752003,y
t1/80x80/test00500,5.11630927366e+27,8.13139816967e+26,6.15685401389e+27,9.47105,0.858647168604,0.158930935055,0.8309940859539999,y
t1/80x80/test00510,5.11630927366e+27,8.13139816967e+26,6.15685401389e+27,9.47105,0.858647168604,0.158930935055,0.8309940859539999,y
t1/80x80/test00520,5.11630927366e+27,8.13139816967e+26,6.15685401389e+27,9.47105,0.858647168604,0.158930935055,0.8309940859539999,y
t1/80x80/test00530,5.11630927366e+27,8.13139816967e+26,6.15685401389e+27,9.47105,0.858647168604,0.158930935055,0.8309940859539999,y
t1/80x80/test00540,5.11630927366e+27,8.13139816967e+26,6.15685401389e+27,9.47105,0.858647168604,0.158930935055,0.8309940859539999,y
t1/80x80/test00550,5.11630927366e+27,8.13139816967e+26,6.15685401389e+27,9.47105,0.858647168604,0.158930935055,0.8309940859539999,y
t1/80x80/test00560,5.11630927366e+27,8.13139816967e+26,6.15685401389e+27,9.47105,0.858647168604,0.158930935055,0.8309940859539999,y
t1/80x80/test00570,5.11630927366e+27,8.13139816967e+26,6.15685401389e+27,9.47105,0.858647168604,0.158930935055,0.8309940859539999,y
t1/80x80/test00580,5.11630927366e+27,8.13139816967e+26,6.15685401389e+27,9.47105,0.858647168604,0.158930935055,0.8309940859539999,y
t1/80x80/test00590,5.24358849477e+27,1.0412497854700001e+27,6.14326333904e+27,9.33362,0.825647966242,0.198575800984,0.853550988351,y
t1/80x80/test00600,5.392622072550001e+27,1.26617313499e+27,6.19317312108e+27,9.27498,0.797785977791,0.23479730599499998,0.8707365299000001,y
t1/80x80/test00610,5.392622072550001e+27,1.26617313499e+27,6.19317312108e+27,9.27498,0.797785977791,0.23479730599499998,0.8707365299000001,y
t1/80x80/test00620,5.392622072550001e+27,1.26617313499e+27,6.19317312108e+27,9.27498,0.797785977791,0.23479730599499998,0.8707365299000001,y
t1/80x80/test00630,5.392622072550001e+27,1.26617313499e+27,6.19317312108e+27,9.27498,0.797785977791,0.23479730599499998,0.8707365299000001,y
t1/80x80/test00640,5.392622072550001e+27,1.26617313499e+27,6.19317312108e+27,9.27498,0.797785977791,0.23479730599499998,0.8707365299000001,y
t1/80x80/test00650,5.392622072550001e+27,1.26617313499e+27,6.19317312108e+27,9.27498,0.797785977791,0.23479730599499998,0.8707365299000001,y
t1/80x80/test00660,5.392622072550001e+27,1.26617313499e+27,6.19317312108e+27,9.27498,0.797785977791,0.23479730599499998,0.8707365299000001,y
t1/80x80/test00670,5.392622072550001e+27,1.26617313499e+27,6.19317312108e+27,9.27498,0.797785977791,0.23479730599499998,0.8707365299000001,y
t1/80x80/test00680,5.392622072550001e+27,1.26617313499e+27,6.19317312108e+27,9.27498,0.797785977791,0.23479730599499998,0.8707365299000001,y
t1/80x80/test00690,5.392622072550001e+27,1.26617313499e+27,6.19317312108e+27,9.27498,0.797785977791,0.23479730599499998,0.8707365299000001,y
t1/80x80/test00700,5.55789024486e+27,1.4868059131e+27,6.16506408026e+27,9.0544,0.755654220364,0.267512643733,0.901513783549,y
t1/80x80/test00710,5.55789024486e+27,1.4868059131e+27,6.16506408026e+27,9.0544,0.755654220364,0.267512643733,0.901513783549,y
t1/80x80/test00720,5.55789024486e+27,1.4868059131e+27,6.16506408026e+27,9.0544,0.755654220364,0.267512643733,0.901513783549,y
t1/80x80/test00730,5.55789024486e+27,1.4868059131e+27,6.16506408026e+27,9.0544,0.755654220364,0.267512643733,0.901513783549,y
t1/80x80/test00740,5.55789024486e+27,1.4868059131e+27,6.16506408026e+27,9.0544,0.755654220364,0.267512643733,0.901513783549,y
t1/80x80/test00750,5.55789024486e+27,1.4868059131e+27,6.16506408026e+27,9.0544,0.755654220364,0.267512643733,0.901513783549,y
t1/80x80/test00760,5.55789024486e+27,1.4868059131e+27,6.16506408026e+27,9.0544,0.755654220364,0.267512643733,0.901513783549,y
t1/80x80/test00770,5.55789024486e+27,1.4868059131e+27,6.16506408026e+27,9.0544,0.755654220364,0.267512643733,0.901513783549,y
t1/80x80/test00780,5.55789024486e+27,1.4868059131e+27,6.16506408026e+27,9.0544,0.755654220364,0.267512643733,0.901513783549,y
t1/80x80/test00790,5.55789024486e+27,1.4868059131e+27,6.16506408026e+27,9.0544,0.755654220364,0.267512643733,0.901513783549,y
